review_text,category
Juru Bicara Nasional DPP Partai Perindo Ike Julies Tiati atau Ike Suharjo mengatakan aturan baru ini tentu menjadi suatu terobosan baru bagi dunia pendidikan di Indonesia. #GTV #BuletiniNews #Perindo #jubir #Mendikbudristek #penghapusan #Skripsi #syarat #lulus https://t.co/82ZZD7XkL0,neutral
@collegemenfess Project sama nerbitin jurnal ga sesederhana itu juga. Nerbitin jurnal pun pasti beda pengaturan AIUEO buat bikin jurnal nya sama jurnal yang biasa dibikin buat tugas matkul. Kenapa sih setiap berita begini pada baca judulnya aja waktu itu perihal UN dihapus sekarang skripsi,positive
@ekvkul_ Problemnya bukan di skripsi sih imo ketimbang dihapus better kasih opsional untuk bisa memilih ujian akhirnya dalam bentuk apa sesuai arah si mahasiswa. Jd lebih merdeka memilih sesuai jurusannya bisa skripsi proyek penelitian dll sesuai kebijakan kampus dan kaprodi. Cont..,neutral
@kompascom terlanjur malas mikir kelamaan dijajah belanda bahkan UN sbg standarisasi pengetahuan dihapus dg berbagai alasan. skripsi pun dihilangkan. karena targetnya dunia kerja yg artinya hanya melaksanakan perintah bukan inovasi.,neutral
@collegemenfess Skripsi dihapus lah,neutral
aku juga mikirnya kalo skripsi dihapus pasti penggantinya lebih susah ahahaha,neutral
Top News: Skripsi Dihapus Pertamina Berhenti Jual Pertalite di 2024 https://t.co/mWwbmNvxQU,neutral
@collegemenfess Karena aku kpopers yang biasa lewat ofcourse tentang kpop. Tapi mostly yang aku buka tentang pendidikan sih kak. Tentang penghapusan skripsi dan sejenisnya,neutral
Nasyiah Talk Edisi ke-4 Pro Kontra Kebijakan Penghapusan Kewajiban Skripsi di Peguruan Tinggi Jumat 27 Oktober 2023 Pukul 19.00 WIB - selesai Narasumber : Risni Julaeni Yuhan Ketua Bidang Pendidikan dan Penelitian PPNA Live Instagram @ppnasyiah #skripsi #pendidikantinggi https://t.co/Ive9n0J8ti,neutral
@collegemenfess Ini belum ada yang posting namanya? Dianti maulina sari D3 teknik kimia Fakultas teknik Industri Pelaku penghapusan skripsi teman (hingga backup file juga) dan peretasan email,neutral
@collegemenfess klu kampusku drdlu udh ada kebijakan bisa lulus tanpa skripsi. tapi ya tetap ada tugas akhirnya like bikin jurnal atau Hak Kekayaan Intelektual macem-macem lah,neutral
Sejumlah Perguruan Tinggi Negeri (PTN) di Malang merespon kebijakan penghapusan skripsi sebagai syarat lulus bagi sarjana. https://t.co/fjWunyhsOE,neutral
Penghapusan kewajiban mengerjakan skripsi tesis atau disertasi sepatutnya disertai dengan terjaganya kualitas lulusan perguruan tinggi. #Dikbud #AdadiKompas https://t.co/DA4LxpByXC,neutral
@collegemenfess Skripsi dihapus lah,neutral
@collegemenfess Skripsi dihapus. Soalnya klo KKN bisa rekognisi ,negative
Penghapusan kewajiban skripsi memang memberi kebebasan mahasiswa memilih tugas akhir sesuai bidang yang diminati. Meskipun begitu mahasiswa harus memahami tugas akhir lain pengganti skripsi. #Opini #AdadiKompas https://t.co/J3SFGJlYcs,neutral
Penghapusan kewajiban mengerjakan skripsi tesis atau disertasi sepatutnya disertai dengan terjaganya kualitas lulusan perguruan tinggi. #Dikbud #AdadiKompas https://t.co/SaWwMHrkRZ,neutral
Humaniora sepekan Skripsi tidak dihapus hingga wacana haji satu kali https://t.co/3eXawfJyL3,neutral
*Terkait Penghapusan Skripsi Ini Kata Kaprodi PBSI UIR* https://t.co/RL83XVG0jm,neutral
Di tengah ramenya rencana penghapusan skripsi sebagai syarat kelulusan gue malah nemu berita list provinsi yang angka partisipasi perguruan tingginya rendah banget Makin heran lagi pas liat listnyaa sih wkwk https://t.co/DFHxqv2rFv,neutral
@annisazafanas_ sbnernya setuju sii dengan adanya skripsi dihapus apalagi ada penggantinya yaitu tugas akhir ya semisal seperti itu gapapa yg penting diganti oleh tugas akhir atau project yg lebih bermanfaat bagi masyarakat sekitar. tanpa mengurangi nilai pendidikan di Indonesia.,neutral
@jaeyunnew @sbmptnfess katanya skripsi mau dihapus,neutral
Berdasarkan isi dari peraturan menteri tersebut terdapat perubahan atau dampak berupa penghapusan skripsi bagi mahasiswa S1.,neutral
daripada skripsi yg dihapus mending gw aja yg dihapus sih bang,neutral
@jdojaedo Bisa jadi judul skripsi gak sih. Eh lupa skripsi udah dihapus ya ,neutral
@collegemenfess Tetep ngerjain skripsi Sidang dihapus keknya bakal aneh gk sih secara sidang kan kek ujian akhirnya masa mau lulus gapake ujian. Sidang tuh buat ngecek hasil penelitian sama pemahaman dari yg udah kmu tulis bisa jadi nanti ditanyain materi matkul juga.,neutral
@collegemenfess Dihapus tp ada pengganti lain mnrtku sama aja si nder soalnya ttp aja di akhir itu bikin penelitian tp bedanya gadibikin skripsi,neutral
@collegemenfess Ini alasan dikeluarkannya kebijakan lulus tanpa skripsi,neutral
Akhirnya selesai juga life goals satu persatu. Menyingkirkan ego dan gengsi sejak dapat gaji sendiri. Sudah penghapusan cpns dan studi pun selesai. Mengalah gak beli gadget berjuang dengan HP dan Laptop imoets dari jaman skripsi dulu. Puji Tuhan that's it ,neutral
@essejuicycy wah rektor lg sibuk urus skripsi dihapus ap ngga,neutral
2 hari ini di kelas bahasannya soal penghapusan skripsi melulu. Kan kalau skripsi dihapus tetep ada tugas pengganti. Emang pada mau misal diminta nulis novel boso Enggres?,neutral
Soal Penghapusan Skripsi DPR: Harus Ada Aturan Baku https://t.co/xJY2i4OHMk,neutral
@aprilboyhwa Skripsi ga dihapus kok lebih ke optional pas aku baca kmrn itu cmiiw Jadi lek mentok ga ada yang di ACC Yah jalan terkahir skripsi,neutral
Skripsi dihapus mah bahasa alusnya aja. Bikin project dan up jurnal dgn standar lbh tinggi mah lbh susah keknya,positive
eh tapi katanya skripsi mau dihapus boleh deh...?,neutral
@collegemenfess ya si mending sidangnya aja yg dihapus toh nyatanya tuh skripsi ga akan mempengaruh ke apapun cuman di tumpuk dipojokan,neutral
Kemendikbudristek menekankan skripsi tidak dihapus melainkan tidak menjadi jalan satu-satunya untuk lulus kuliah. Lalu seperti apakah? https://t.co/NSeyj7GVsF,neutral
@woorarih_ btw skripsi ga dihapus sepenuhnya kok tetep tergantung kampusnya. dan kampus rata2 kayaknya males ribet jadi kemungkinan tetep akan lebih utamain skripsi. tapi aku setuju sama kamu sih kalo proyek kelompokan rawan ada yg numpang nama doang ckckck,neutral
@phantasmagorie_ udh puas si skripsi entot kita baru mau dihapus sama blio ya min,neutral
UMBY Sudah Hapus Skripsi untuk Syarat Lulus. beberapa universitas dan perguruan tinggi menyuarakan pemikiran mereka mengenai wacana penghapusan skripsi sebagai persyaratan kelulusan. -- Ikuti #PendidikanKesehatan #UMBY #yogyakarta via @beritajatimcom https://t.co/Jdp9D8GY4c,neutral
@stauber_43 ada beberapa kampus yang menyetujui skripsi dihapus ada jg engga yaa kak tergantung kebijakan dari kampusnya dan untuk kampus yh skripsinya dihapus nanti tetep diganti dengan tugas lain,positive
Skripsi Dihapus Dosen Arsitektur: Karya Lain Akan Lebih Berdampak di Masyarakat https://t.co/ZrtKPUOUST,negative
@collegemenfess Mending kemampuan membacamu yang diperbaiki. Siapa yang bilang skripsi dihapus? ,neutral
caminskripsi kalo masih coolyeah sekarang pasti seneng soalnya skripsi dihapus tapi kan tergantung kebijakan kampus https://t.co/C67RDfM7rJ,neutral
@collegemenfess skripsi bukan dihapus deh mksdnya tp jd opsi lulus aja ga si,neutral
um! sing panggah ngroweng masalah skripsi dihapus opo ora woconen iki cok! https://t.co/FihCqfVU5V,neutral
@discountfess Gak kebayang rumor kalau Skripsi dihapus terus nanti syaratnya diganti sama Game Cocoki otw jadi mahasiswa abadi kek nya aku ,neutral
Akulah si angkatan 2020 itu yang udah capek2 kelas tambahan eh UN dihapus yang tahun lalu udah sempro tau2 skripsi dihapus. Dahlah,neutral
Penghapusan kewajiban skripsi memang memberi kebebasan mahasiswa memilih tugas akhir sesuai bidang yang diminati. Meskipun begitu mahasiswa harus memahami tugas akhir lain pengganti skripsi. #Opini #AdadiKompas https://t.co/J3SFGJlYcs,neutral
Klo dosbing dihapus elu mau ngerjain skripsi dibimbing siapa bejirr,neutral
Mendikbudristek Nadiem Makarim mengumumkan penghapusan persyaratan skripsi sebagai syarat kelulusan bagi mahasiswa. https://t.co/i8DQcpusRW #suaramerdeka #suaramerdekacom #penghapusan #skripsi #tugasakhir #nadiemmakarim #mendikbudristek #merdekabelajar https://t.co/bpNmxbRUQM,neutral
Kalo menurut kamu penting gak sih adanya PTS ini atau mending ikutan dihapus aja kayak skripsi?,neutral
@wave2niel semoga tahun depan skripsi dihapus dah,neutral
@collegemenfess skripsi dihapus,neutral
asu og malah dihapus untungo ak skripsi jalur cepat jadi tidak pusing² sih awowkwk btw ora tuku loh ya wkwk,neutral
@collegemenfess Skripsi dihapus tepat sebulan setelah w wisuda kan bangke,neutral
Dari awal pas diumumin skripsi dihapus gue malah takut soalnya bisa jadi nanti tugas akhirnya lebih susahhhhhtp sepertinya bu rektor menyetujui penghapusan skripsi,neutral
Pada 29 Agustus 2023 Nadiem Makarim mengumumkan mengenai penghapusan skripsi yang terdapat dalam Peraturan Menteri Pendidikan Kebudayaan Riset dan Teknologi (Permendikbudristek) Nomor 53 Tahun 2023 tentang Penjaminan Mutu Pendidikan Tinggi.,neutral
@jeonlxyz @collegemenfess dari dulu ngomongnya mau dihapus skripsi mulu,neutral
@HabisNontonFilm ngomongin soal ingatan ingatan waktu mau bimbingan skripsi itu paling pengen dihapus sih saking ga fokus karna masih pagi buru2 jalan cepet sampe ga ngeh didepan bukan pintu akhirnya nabrak kaca bening sakitnya ga seberapa sih tapi malunya euy untung ga ada orang disitu wkwk,neutral
@collegemenfess bknnya dimulai di angkatan 20 ya? UN dihapus pas 2020 kan? trs angkatan 19 di kampusku juga dah pada kelar skripsi pas skripsi ditiadakan gini,neutral
@jejejerapah skripsi dihapus katanya nnti klo blm dihapus tak bantu hapusin lgsg dr laptop mu,neutral
Gimana jadi skripsi dihapus gantinya nyari loker aja,neutral
Skripsi dihapus wkwkwk kena prank pak nadim yang ada. Tapi dengan digantinya skripsi ini diharapkan mengurangi populasi mahasiswa abadi soalnya kalo satu aja yang males ngerjain digebukin satu kelompok project,neutral
@scanofreality Skripsi dihapus populasi Jakarta yang bikin stasiun krl membludak tiap jam pulang kantor,neutral
@convomf Kan emang ya terserah kebijakan prodi dong. Kalau memungkinkan ya pasti bakal dikasih tahu dan diarahin. Kalo belum memungkinkan ya kembali ke skripsi lagi. Dah dibilangin dari kemaren skripsi itu tidak diwajibkan bukan dihapus. Jangan kemakan headline doang napa,neutral
Skripsi Dihapus? Rektor Unimed: Skripsi Lebih Memberi Manfaat untuk Mahasiswa https://t.co/7kJCcsECXz,neutral
@collegemenfess UN dihapus SKRIPSI TESIS dihapus tolok ukur pendidikan apa nih jadinya?,neutral
Topik Diskusi Pagi ini: Mengkaji terobosan Mendikbudristek yang Tidak Mewajibkan Membuat Skripsi dan Tak Wajib Masuk Jurnal. Apa Plus-Minusnya?. Berikut mantan Rektor USD Yogyakarta; Johanes Eka Priyatma Ph.D #NOW #LIVE #TOPIK #pendidikan #penghapusan #skripsi #jurnal,neutral
Aku lulus kuliah 12 thn yg lalu. Awal masuk kuliah kaget liat kating heboh nyediain snack minuman bhkn nasi kotak pas mau sempro &amp; sidang skripsi. Alhamdulillahnya begitu kami mau tamat peraturan kykgt dihapus. Yg sidang gak boleh bawa apapun bhkn aqua pun kampus yg nyediain.,neutral
Skripsi bukan dihapus cuma jadi gak wajib aja gak SIH,neutral
tolong cepat realisasikan skripsi dihapus,neutral
Skripsi dihapus Diganti project/capstone ,neutral
@DrEvaChaniago UN dihapus skripsi tidak lagi wajib,neutral
@blooomylily Gaaaasss aja kak Mumpung masih belum diresmikan itu keputusan soal penghapusan skripsi ,neutral
@oceanaskylight @convomf ada tergantung kebijakan kampus biasanya diganti dengan kegiatan lain bukan semata-mata lulus tanpa skripsi,neutral
Gue paham perasaan sendernya bukan masalah merk hp atau apa itu masalah perjuangan beli hp nya pake duit sendiri gaji pertama pula. Jangan lupa file skripsi nya dihapus nder habis itu dijual awokwok,neutral
Hallo #RencangLLDIKTI4! Berikut postingan Fakta penghapusan Skripsi! https://t.co/cv6N5bMWCh #RencangLLDIKTI4 #MentorSehati #MenjadiKatalisatorMelayaniSepenuhHati,neutral
lah iya kemendikbud bilang skripsi dihapus tapi aku kuliah di bawah naungan kemenag,neutral
skripsi boleh dihapus aja gk si,neutral
bisa ga sih ini skripsi dihapus aja dari peradaban,neutral
@collegemenfess yg bilang skripsi dihapus itu siapa sih . coba disimak slide-nya pak menteri deh,neutral
Penghapusan kewajiban mengerjakan skripsi tesis atau disertasi sepatutnya disertai dengan terjaganya kualitas lulusan perguruan tinggi. #TajukRencana #AdadiKompas https://t.co/BYO2CtHzz3,neutral
hmm aga kurang setuju sih skripsi dihapus kalo udah kerja baru kerasa deh manfaatnya skripsi tuh kaya langkah awal mempersiapkan diri untuk bekerja didunia kerja ada namanya buat laporan tata cara penulisan yang baik dan benar revisi dari pihak sana sini,neutral
Kebijakan Penghapusan Skripsi di Era Kehadiran AI: Menguntungkan atau Merugikan? #TempoIndonesiana https://t.co/UFNpVHXSx2,neutral
@cheiquitta Bisa kak kalo mau dibuat valid. Tapi sebenernya gapapa ada yg ga valid krn yg ga valid ntar dihapus kak itemnyaa,neutral
@um_fess Masalahnya km udh ada hal yg bisa menggantikan skripsi gak? Kalo belum ya tetep bikin skripsi kalo aku gitu mikirnya. Kalo mikir kebijakan skripsi dihapus gak lulus .,neutral
@zaskibukan kalo menurutku pribadi sih aku sangat setuju yaa karena setiap orang memiliki potensi nya sendiri jadi skripsi mungkin bisa dijadikan salah satu opsi kelulusan namun tidak sepenuhnya dihapus. Finanda Putri Arindra /21043010219,neutral
honestly aku tin kontra skripsi dihapus bcs ada skripsi aja lulusannya kadang masih ngang ngong apalagi nda ada skripsi???? but idk sih bakal diganti apa klo misal ada sistem yg bisa ngereplace dg baik ok lah,neutral
@um_fess Kemaren gue ngobrol sm kaprodi perihal ini blio bilang buat prodi gue mah skripsi dihapus apa engga tuh sama aja bebannya ga berkurang. Gaada jaminan kalau project bakalan lebih gampang dr skripsi baiknya menyesuaikan sm kemampuan individu lagi aja,neutral
@chyntiaaasari Sepakat banget skripsi dihapus wkwk,neutral
@tzuubae semangat taun depan skripsi dihapus,neutral
@collegemenfess 2) skripsi tidak dihapus harap baca berita yang lengkap ya jangan judul saja..,neutral
Jenis-jenis KDRT KDRT sendiri telah diatur di dalam UU no 23 tahun 2004 tentang Penghapusan kekerasan dalam rumah tangga yang mana Salah satu aturannya membahas membahas Mengenai jenis-jenis KDRT nihh. #jokitugaskuliah #jokitugashukum #zonauangᅠ #Zonajajan #zonahukum https://t.co/ynLccL55X3,neutral
Tapi ya dipikir lagi kalo emang skripsi beneran dihapus nih angkatan gue bakal masa percobaan sistem baru,neutral
Bisaga skripsi dihapus anyinggg ak tidak sanggup membayangkan,neutral
@collegemenfess skripsi dihapus sih kt gue,neutral
@makimagoreng Ngga dihapus gasih itu cm clickbait. Sebenernya dibebasin ke kampusnya masing masing trs ditambah opsi ga harus skripsi bisa jd tugas akhir atau penelitian gt gt deh,neutral
@collegemenfess Ga setujuuu. Menurutku skripsi itu wajibbb kalaupun dihapus ya berarti TA harus diganti dengan projek atau buat prototipe.,neutral
@0PlNN @unnesmenfess Wkwkwk betullll dasar emang belum tau enaknya skripsi malah seneng skripsi dihapus atau udah ga diwajibkan lagi wkwk,neutral
@collegemenfess skripsi dihapus sii kkn tuh seru!!,neutral
@collegemenfess Padahal mah sesuai kebijakan kampus pun ga dihapus juga. Pilihan selain nulis skripsi apa? Artikel ilmiah? Publikasi jurnal? Prototype? Ya sama aja akhirnya malah keluar duit lebih banyak wkwkwkw,neutral
setujuu sebenernya sm penghapusan skripsi apa lg skrg byk bgt jasa joki dan pemalsuan data kalau tujuan nya buat meningkatkan kualitas mahasiswa emg sistem pend hrus di ubah sih,neutral
@kegblgnunfaedh Skripsi jgn dihapus biar adik² merasakan janjian sama dosen pembimbing,neutral
@ciiikal @dickdutz @tanyakanrl Lah? Skripsi dihapus mah masih bisa ngerjain ulang Memori masa lalu dihapus emang bisa dibalikin lagi?,neutral
@sosmedkeras Kebijakan populis tapi salah besar.. Skripsi memaksa mhsw utk belajar berlatih dan praktek Conceptual Thinking yg sy rasakan sangat berguna di dunia kerja.. Seharusnya bukan dihapus tp diperbaiki prosesnya.. @nadiemmakarim,neutral
@JUWIxZOM Kan skripsi dihapus clem,neutral
@convomf Gapapa skripsi ga dihapus yang dihapus itu sidangnya aja. Yang Penting mah kita udah paham Materi sama skripsi Kita udah bagus Karna revisi²an Asal jangan ada sidangnya aja Karna itu yang paling menguras mental....,neutral
manifesting skripsi dihapus,neutral
kalo kata dosenku skripsi dihapus tp disuruh bikin jurnal awokaoak,neutral
dia angkatan 2019 pas maba libur 2 minggu adek kelasnya UN dihapuskan udah maju sidang tinggal wisuda trs skripsi dihapus,neutral
Lu pada yang seneng skripsi dihapus emangnya yakin penggantinya lebih gampang? Contohnya gaada pedomannya baru dibuat nanti lu bingung dosennya juga bingung jadi kelinci percobaan yang ada Lagian kalo masih ngandelin joki gausah sok-sokan seneng lah wkwk,neutral
[ WEEKLY NEWS ] Hai Teman TIK! Udah denger kabar terbaru belum nih tentang skripsi? Bener ga sih kalo skripsi itu bakal dihapus? Hmmm dari pada penasaran yuk cek faktanya di thread ini! A THREAD,neutral
@ub_mfs Nanti kalo udah sampai ending menjelang skripsi bakal dihapus nilai itu. Transkrip akhirmu bakal ditulis nilai tertinggi.,neutral
Implikasi Penghapusan Skripsi sebagai Persyaratan Wajib bagi Mahasiswa Program S1 https://t.co/8IYtyTSK8S,neutral
@collegemenfess 2020 dijadikan percobaan -masalah pungli -sistem zonasi -belajar mati an ternyata un dihapus -mau sempro skripsi dihapus,neutral
klo skripsi dihapus diganti apa ya,neutral
@Metro_TV Klo skripsi dihapus ganti masa kerja pra karyawan tetap lebih bagus krn tdk mengecewakan semua pihak.,neutral
@collegemenfess Skripsi dihapus.,neutral
@summerissuminar @collegemenfess Setuju penghapusan kewajiban skripsi ini lebih industry based bukan untuk melahirkan ilmuan2 baru dari kampus,neutral
@merapi_uncover Masih gk paham yg jadi korban penghapusan skripsi itu fadila apa dianti? Yg meretas ini si HH? Terus kenapa yg buat surat permintaan maaf si dianti?,neutral
yg angkatan 20 21 22 dst.. ini mah jebakan wkwk tp yauda lg pada seneng juga skripsi dihapus,neutral
@annisazafanas_ sebenernya oke sih kebijakan ini poinnya kan bukan skripsi dihapus tapi ada pengganti yang bisa jadi opsi buat kelulusan. bisa menguntungkan juga sebenernya dari sisi mahasiswa karena jadi lebih bisa tunjukin kemampuan mereka lewat project atau opsi2 pengganti lainnya,neutral
@collegemenfess sudah jelas skripsi kkn seru ga usah dihapus,neutral
@risnqwqn katanya sih skripsi bakalan dihapus tp dikampusku ga ada tuh,neutral
@collegemenfess Serius nanya karena emang gak kuliah. Emang kalo skripsi dihapus dosbing tetep ada?,neutral
sooca dihapus bisa gasi? jujur terbebani dikit sama sooca belum lg nnt disuru mikir skripsi allahuakbar,neutral
@nabillaalmd Dampak utama dari penghapusan skripsi adalah hilangnya standar akademik yang tinggi dalam dalam program studi sarjana (S1). Skripsi adalah peluang bagi mahasiswa untuk mengembangkan keterampilan penelitian analisis data dan penulisan . https://t.co/1e19bO8ANI,neutral
Mendikbudristek Nadiem Makarim mengeluarkan kebijakan penghapusan skripsi sebagai syarat kelulusan mahassiswa. Ini alasannya. #portalyogya #NadiemMakarim https://t.co/nSLXbx1B3d,neutral
Ketua DPR RI Puan Maharani menyebut penghapusan skripsi sebagai syarat kelulusan bagi mahasiswa S1 merupakan bentuk kemerdekaan dalam belajar.Persyaratan skripsi menjadi beban yang berat dan terkadang membatasi eksplorasi ilmu dan minat akademik mahasiswa. https://t.co/Ks6Tpy3xXW https://t.co/GGXs05fXev,neutral
Gimana Cah? Menurut kamu tepat gak sih kebijakan mengenai penghapusan skripsi ini? Sampaikan pendapatmu dengan reply atau qrt!,neutral
Unsoed Sebut Kebijakan Lulus Tanpa Skripsi Dapat Jadi Alternatif Mahasiswa #TempoTekno https://t.co/tZzfWeSfmf,neutral
dah seneng skripsi 3 sks lah dihapus https://t.co/6TSD8EkBYU,neutral
@collegemenfess Dikampusku ngga ada KKN aku sih ngga masalah sama skripsi. Malah excited ngga tau nanti ngerjainnya gimana semoga kelar tepat waktu karena ngga perlu ada yang ditakutkan sebenarnya. Anjay Tapi kalo disuruh milih maybe lebih milih KKN dihapus ,positive
@nadiemmakarim saya awalnya ragu apakah bisa mengepalai kementrian yang terkenal dengan banyak PR didalam nya brilliant dengan tidak memperbaiki malah membuat terobosan yang keluar dari zona nyaman UN Kurikulum Merdeka Dan Skripsi dihapus jadi laporan proyek AYO SOSIALISASIKAN,neutral
Sekolah sistem zonasi Kewajiban nem skripsi tesis disertasi sbg syarat kelulusan dihapus. Semangat konpetisi melempem. Journal ilmiah udah ga jd syarat kelulusan. Anji mau jd apa negri ini?,positive
@collegemenfess Coba spill aturan skripsi dihapus. Plis literasi ,neutral
Jadi skripsi itu tuh bukannya dihapus temen². Melainkan bentuk tugas akhir yang menjadi syarat kelulusan tidak harus skripsi. Jadi nanti yang diubah itu bentuknya yg bisa beragam dan itu diserahkan pada masing² kampus dan prodinya. Jadi jgn salah paham ya gaiss ,positive
Skripsi dihapus kurang setuju karena semua pelajaran saat kuliah cuman materi skripsi saja yg paling mengerti wkwk,neutral
Kalaopun mendikbud di duduki asli produk pendidikan Indonesia yg berangkat dari kampung juga akan kesulitan menerjemahkan dalam bentuk kebijakan. Penghapusan UN dan Skripsi harus atau tidak diserahkan kampus. Menurutku adalah buah dari refleksi panjang dari keruwetan yg komplek,neutral
Skripsi bisa dihapus aja gak.,neutral
Sbenernya skripsi jadi dihapus kgk si,neutral
@kumparan Aku tau arahnya kemana Langkah awal skripsi dulu karena banyak joki Ntar lama² kuliah dihapus karena banyak yg beli ijazah Kalo kampus udah disusupi politik jadinya rusak. Yg mau bikin aturan kan menterinya ngapain rektor yg ngasih penjelasan?,neutral
Salah satu kampus yang sudah menerapkan kebijakan lulus tanpa skripsi adalah ut https://t.co/7nwDV4tVGW,neutral
@collegemenfess WKSKKSKSKWKW NANGIS NANGIS BUAT SKRIPSI EH DIHAPUS,positive
Skripsi Dihapus Ketua DPR: Ini Bentuk Merdeka Belajar https://t.co/BxCAtv2IGb,neutral
@annisazafanas_ Kalau skripsi dihapus prodi atau fakultas harus rencanain form pengganti skripsi dan standar kelulusannyang adil buat setiap mahasiswa si. Kalo nama doang yang ganti si sama aja ya,neutral
@JurnalAkuntansi UN dihapus Skripsi dihapus ,neutral
@rismayulinad @collegemenfess Gak ada aturan tertulis skripsi dihapus ,positive
Braw! tau ga skripsi yang dipake jadi syarat wajib kelulusan udah dihapus karena adanya kebijakan Merdeka Belajar? Nah bisa banget nih dateng di acara Ngobrol Pintar Topik Terkini (NGOPINI) yg diadain Baris FISIP Jumat ini braw jam 13:00 di gazebo B Fisip https://t.co/WAZFvTJ53P,neutral
Gila. Kalo dosbing dihapus mana ada gw sidang skripsi cuma 30 menit dan bisa dapet nilai A HAHAHAHA jangan gitu dong ibu dosbing gw super duper helpful walaupun kadang suka galak dikit tapi skripsi gw beres on time!!!,neutral
@annisazafanas_ Saya pribadi merasa fine jika skripsi dihapus dan diganti tugas akhir sesuai keilmuan nya masing². Hanya saja ada sesuatu yang mengganjal dan rasanya seperti mengirimkan tentara tanpa senjata ke medan perang mengingat kemampuan menulis di Indonesia masih rendah,neutral
semoga skripsi dihapus Aamiin,positive
@collegemenfess hadeh wacana skripsi mau dihapus tu udah dari kapan taun nder selalu begini alurnya,neutral
@collegemenfess sebenarnya skripsi ga dihapus gapapa. sidangnya aja yg dihapus jadi pas skripsinya jadi tinggal dikumpulin terus wisudaaa.,neutral
@aqisthiaf Itulah kan bukan penghapusam skripsi. Tapi penghapusan kewajiban kalau tugas akhir bentuknya HANYA skripsi. Dan keputusan tetep dari kampusnya masing2. Artinya akan tetep ada kampus yg wajibin hanya dalam bentuk skripsi sebagai tugas akhir.,positive
Walopun dihapus kan mesti ada penggantinya yg setara skripsi kocak,neutral
@bedahplastik @collegemenfess Nyatanta justru dosenya keluar negeri terus Sekali ada susah ditemui . Tapi ya dia salah paham bukanya skripsi dihapus tapi option.,neutral
skripsi dihapus wkwk karna ak udah ga kkn,neutral
Ngakak banget sama komentar nya Angkatan 2020 selalu jadi kelinci percobaan Tapi untuk kali ini aku ngga papa jadi kelinci percobaan penghapusan skripsi https://t.co/uxrXekEETz,neutral
@helihailey @bododahserah @collegemenfess Aku pernah nanya knp gaa dihapus aja katanya sudah tradisi wkekw btw aku nanya sama kaprodi ku wkwkwk -&gt; mohon maaf bukan songgong kaprodi ku juga ga suka ada kompree karena bikin lamaa ,neutral
@collegemenfess kalau di prodiku ngajuin penghapusan nilainya nanti aja sekalian kalau udah skripsi dan diajuin pas pemberkasan buat sidang,neutral
@tanyakanrl Nah kan bener dibunuh lah!! Bilangin juga apa UU ank dibawah umur itu dihapus aja! Mending ganti syariat Islam walaupun ekstrim tpi ga segininya,neutral
SMA 2019 Kuliah 2020 skripsi tidak dihapus tp tidak diwajibkan jadi masih tetep kok aku skripsian‍️,neutral
Universitas Mulawarman Pertimbangkan Penghapusan Skripsi https://t.co/gTKEjSUXWk,neutral
@sosmedkeras Ntar udah jalan tanpa skripsi tiba2 ganti kebijakan ,neutral
bodoamat skripsi mau dihapus juga,neutral
angkatan 19 emang nanggung UN dihapus pas udah lulus skripsi dihapus pas udah lagi nyusun,neutral
Pak nadim penghapusan skripsi tesis dsb bisa dimulai dari besok aja g? Saia rasa2 kok saia dh mulai mual sampe ubun2 sama tesis ini ya hmz,neutral
